sku_id,forecast_demand,on_hand,reorder_point,safety_stock,category,unit_price,cost_price,stockout_risk,overstock_risk,risk_level,recommended_action,sales_at_risk,capital_locked
SKU01371,5717.892292974073,5.0,767.0,250.0,Home & Kitchen,1277.61,907.68,0.9970246473569794,0.0,High stockout,REORDER NOW,2139323.54,0.0
SKU01372,61.82910019919064,31.0,83.0,40.0,Electronics & Accessories,1572.73,965.07,0.45091221684616,0.0,Healthy,HEALTHY,38464.69,0.0
SKU01373,65.78562401099046,28.0,36.0,17.0,Snacks & Confectionery,74.0,51.35,0.18714306514976975,0.0,Healthy,HEALTHY,403.03,0.0
SKU01374,131.74700056121202,99.0,127.0,44.0,Beverages,77.09,52.83,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01375,68.31247487085969,185.0,131.0,59.0,Health & Wellness,383.13,235.72,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,27505.58
SKU01376,81.06091104084288,154.0,83.0,23.0,Grocery,448.86,357.83,0.0,0.8888408382750503,High overstock,MARKDOWN / CLEAR,0.0,26099.79
SKU01377,288.37223918380346,43.0,41.0,12.0,Dairy & Bakery,131.24,76.8,0.49467089204322934,0.0,Healthy,HEALTHY,5393.05,0.0
SKU01378,63.04175592491484,50.0,99.0,23.0,Beverages,153.18,101.21,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01379,198.54379075639875,264.0,99.0,41.0,Grocery,193.26,107.81,0.0,0.3280292962035065,Healthy,HEALTHY,0.0,7056.83
SKU01380,68.9721130964618,0.0,0.0,0.0,Stationery & Office,261.81,188.68,1.0,0.0,High stockout,REORDER NOW,4514.4,0.0
SKU01381,62.421058760169494,0.0,0.0,0.0,Beverages,294.56,196.04,1.0,0.0,High stockout,REORDER NOW,4596.69,0.0
SKU01382,62.3408711560798,259.0,159.0,59.0,Grocery,356.73,246.15,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,48407.64
SKU01383,71.74648665953924,292.0,203.0,66.0,Stationery & Office,201.63,146.11,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,32181.24
SKU01384,70.31731379023275,131.0,84.0,30.0,Snacks & Confectionery,223.56,165.66,0.0,0.8508829481190869,High overstock,MARKDOWN / CLEAR,0.0,10052.69
SKU01385,64.43909402060123,67.0,50.0,13.0,Apparel & Footwear,988.91,782.68,0.0,0.039134190619945865,Healthy,HEALTHY,0.0,2004.37
SKU01386,72.17676714187073,352.0,236.0,85.0,Grocery,276.58,211.86,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,59283.35
SKU01387,61.50073108151907,203.0,150.0,56.0,Beverages,236.41,149.16,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,21106.03
SKU01388,84.57424792531266,10.0,27.0,13.0,Beverages,163.36,119.55,0.7154528614568717,0.0,High stockout,REORDER NOW,3944.09,0.0
SKU01389,71.56645054529115,474.0,326.0,99.0,Electronics & Accessories,3609.79,2053.94,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,826574.36
SKU01390,65.61302908598046,307.0,152.0,59.0,Health & Wellness,692.78,404.62,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,97670.0
SKU01391,61.13448762544909,14.0,66.0,22.0,Home Care,346.5,230.39,0.6343083725400243,0.0,High stockout,REORDER NOW,8067.77,0.0
SKU01392,62.61035303082224,82.0,37.0,16.0,Snacks & Confectionery,130.77,86.95,0.0,0.3048190435255493,Healthy,HEALTHY,0.0,1685.93
SKU01393,75.56402806962085,257.0,149.0,50.0,Beverages,126.23,85.39,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,15492.82
SKU01394,72.4122925063406,94.0,84.0,29.0,Frozen Foods,559.28,374.05,0.0,0.2940612090515341,Healthy,HEALTHY,0.0,8074.88
SKU01395,204.6891974583316,267.0,218.0,76.0,Snacks & Confectionery,122.37,86.92,0.0,0.30293667976555405,Healthy,HEALTHY,0.0,5416.05
SKU01396,64.46526612793102,5114.0,1208.0,402.0,Health & Wellness,131.89,104.01,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,525202.11
SKU01397,73.33071781338474,54.0,33.0,12.0,Electronics & Accessories,4181.58,2480.4,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01398,126.97337068615687,175.0,320.0,103.0,Home & Kitchen,648.34,414.53,0.0,0.37528611660643135,Healthy,HEALTHY,0.0,19908.48
SKU01399,92.4781927518738,224.0,134.0,36.0,Home Care,278.2,158.18,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,20804.12
SKU01400,79.59989375193445,0.0,0.0,0.0,Grocery,181.09,108.65,1.0,0.0,High stockout,REORDER NOW,3603.69,0.0
SKU01401,63.72887731086393,874.0,367.0,129.0,Dairy & Bakery,200.09,159.44,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,129189.63
SKU01402,79.55962449553114,584.0,268.0,88.0,Home & Kitchen,1239.24,693.84,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,350000.91
SKU01403,86.3310778606163,202.0,181.0,63.0,Frozen Foods,734.76,443.37,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,51284.13
SKU01404,67.80750732112708,47.0,47.0,17.0,Health & Wellness,1213.28,796.67,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01405,61.48302999949886,550.0,308.0,116.0,Home Care,579.34,361.03,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,176369.28
SKU01406,65.8066592788168,122.0,138.0,42.0,Beverages,135.53,93.02,0.0,0.841133823002,High overstock,MARKDOWN / CLEAR,0.0,5227.1
SKU01407,61.292581186082494,6285.0,1460.0,544.0,Home & Kitchen,1357.33,1082.62,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,6737910.13
SKU01408,73.8565339285578,0.0,0.0,0.0,Apparel & Footwear,2419.63,1756.61,1.0,0.0,High stockout,REORDER NOW,44676.37,0.0
SKU01409,75.26618705961538,0.0,0.0,0.0,Stationery & Office,197.5,128.66,1.0,0.0,High stockout,REORDER NOW,3716.27,0.0
SKU01410,141.6130496820562,0.0,0.0,0.0,Home & Kitchen,1331.17,959.42,1.0,0.0,High stockout,REORDER NOW,47127.76,0.0
SKU01411,99.71345150072491,116.0,69.0,20.0,Dairy & Bakery,218.18,167.58,0.0,0.16171175008492145,Healthy,HEALTHY,0.0,2729.3
SKU01412,74.2149813034174,158.0,93.0,21.0,Dairy & Bakery,193.3,117.38,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,9834.69
SKU01413,62.7077335418538,0.0,0.0,0.0,Snacks & Confectionery,182.61,133.17,1.0,0.0,High stockout,REORDER NOW,2862.76,0.0
SKU01414,707.8488637573424,27.0,1100.0,370.0,Stationery & Office,193.44,136.08,0.950726529650013,0.0,High stockout,REORDER NOW,100581.49,0.0
SKU01415,66.27046259713977,361.0,250.0,79.0,Frozen Foods,621.27,455.67,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,134299.41
SKU01416,95.30106557306739,213.0,175.0,56.0,Home Care,183.25,104.64,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,12316.02
SKU01417,83.61508507779612,101.0,34.0,8.0,Stationery & Office,186.97,137.09,0.0,0.20545881276630493,Healthy,HEALTHY,0.0,2383.3
SKU01418,109.70072496358578,95.0,96.0,29.0,Health & Wellness,1090.09,814.3,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01419,112.55073019975488,94.0,58.0,14.0,Home & Kitchen,699.31,504.77,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01420,6332.734626760068,0.0,1027.0,377.0,Stationery & Office,213.65,128.04,1.0,0.0,High stockout,REORDER NOW,418793.24,0.0
SKU01421,62.090728454116544,23.0,27.0,9.0,Grocery,248.59,146.75,0.09884079197898665,0.0,Healthy,HEALTHY,378.52,0.0
SKU01422,80.76455984242169,167.0,217.0,76.0,Personal Care,309.79,227.57,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,19624.6
SKU01423,61.71286797224486,5987.0,1438.0,524.0,Electronics & Accessories,2866.27,2040.58,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,12091022.42
SKU01424,62.9363280067887,6.0,50.0,12.0,Apparel & Footwear,592.37,471.47,0.791188735396328,0.0,High stockout,REORDER NOW,12874.62,0.0
SKU01425,66.82631177812031,347.0,263.0,102.0,Beverages,43.38,28.79,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,8066.2
SKU01426,70.1256014785198,0.0,0.0,0.0,Dairy & Bakery,276.15,167.71,1.0,0.0,High stockout,REORDER NOW,4841.3,0.0
SKU01427,90.03884767542277,22.0,75.0,36.0,Frozen Foods,956.01,709.77,0.630312443286601,0.0,High stockout,REORDER NOW,34903.65,0.0
SKU01428,71.94233167073983,7389.0,1566.0,567.0,Apparel & Footwear,2772.39,2043.62,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,14953285.39
SKU01429,71.48688272153736,339.0,187.0,52.0,Beverages,73.13,49.78,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,13316.8
SKU01430,62.19247603590227,238.0,112.0,39.0,Health & Wellness,641.12,472.19,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,83014.55
SKU01431,85.92997532877659,171.0,81.0,32.0,Dairy & Bakery,305.88,191.99,0.0,0.9786040355985528,High overstock,MARKDOWN / CLEAR,0.0,16332.59
SKU01432,191.5186525506959,0.0,0.0,0.0,Snacks & Confectionery,78.81,47.6,1.0,0.0,High stockout,REORDER NOW,3773.4,0.0
SKU01433,68.76364576562314,8401.0,1892.0,627.0,Frozen Foods,794.12,461.8,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,3847826.75
SKU01434,68.68726255726823,397.0,247.0,72.0,Personal Care,730.42,454.77,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,149306.78
SKU01435,320.14054557019136,0.0,0.0,0.0,Health & Wellness,1037.9,740.69,1.0,0.0,High stockout,REORDER NOW,83068.47,0.0
SKU01436,81.81558805122746,77.0,56.0,17.0,Dairy & Bakery,168.64,103.65,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01437,61.14593911362675,370.0,212.0,85.0,Apparel & Footwear,1550.38,1195.13,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,369120.75
SKU01438,416.3006175651978,42.0,664.0,205.0,Grocery,298.01,182.51,0.8645489669030428,0.0,High stockout,REORDER NOW,79591.07,0.0
SKU01439,333.06005932045076,156.0,71.0,24.0,Home & Kitchen,987.75,712.28,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01440,87.78915264792731,81.0,76.0,26.0,Grocery,183.65,125.23,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01441,64.3174233583002,82.0,79.0,29.0,Electronics & Accessories,773.63,466.41,0.0,0.27071760845037657,Healthy,HEALTHY,0.0,8247.33
SKU01442,65.27968517478047,94.0,90.0,25.0,Personal Care,370.49,255.29,0.0,0.4333200248233475,Healthy,HEALTHY,0.0,7332.01
SKU01443,157.9872767154466,155.0,79.0,29.0,Personal Care,174.67,137.76,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01444,67.03855225684532,415.0,204.0,75.0,Grocery,346.92,272.69,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,94885.61
SKU01445,65.72120633165738,325.0,161.0,58.0,Electronics & Accessories,3469.54,2161.17,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,560345.55
SKU01446,268.2600821087547,143.0,212.0,61.0,Beverages,192.93,131.99,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01447,60.99941124877459,0.0,0.0,0.0,Health & Wellness,1121.92,659.37,1.0,0.0,High stockout,REORDER NOW,17109.11,0.0
SKU01448,69.68422063106675,0.0,0.0,0.0,Electronics & Accessories,668.35,445.96,1.0,0.0,High stockout,REORDER NOW,11643.36,0.0
SKU01449,148.6787048394348,0.0,0.0,0.0,Home & Kitchen,2232.35,1407.21,1.0,0.0,High stockout,REORDER NOW,82975.73,0.0
SKU01450,108.36342682929083,91.0,123.0,50.0,Electronics & Accessories,2031.9,1589.7,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01451,71.374180519817,271.0,161.0,51.0,Dairy & Bakery,119.56,84.67,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,16902.32
SKU01452,68.1115100195838,115.0,72.0,27.0,Electronics & Accessories,1517.49,904.78,0.0,0.6784469036652451,High overstock,MARKDOWN / CLEAR,0.0,42423.77
SKU01453,118.67742234238398,355.0,151.0,65.0,Apparel & Footwear,1258.86,1004.68,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,237428.57
SKU01454,68.70876930009678,136.0,104.0,35.0,Dairy & Bakery,115.42,83.51,0.0,0.9653194479766809,High overstock,MARKDOWN / CLEAR,0.0,5619.49
SKU01455,61.6413802673864,423.0,382.0,110.0,Beverages,98.09,57.25,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,20687.78
SKU01456,147.3337306752921,404.0,302.0,94.0,Home & Kitchen,1082.17,811.51,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,208287.24
SKU01457,67.38375546323194,67.0,127.0,56.0,Beverages,108.29,74.65,0.09270569202523571,0.0,Healthy,HEALTHY,633.06,0.0
SKU01458,82.86270006182161,212.0,85.0,39.0,Health & Wellness,551.81,358.71,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,46322.84
SKU01459,68.77404463487431,337.0,187.0,60.0,Snacks & Confectionery,93.99,56.31,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,15103.8
SKU01460,92.1221440293803,571.0,220.0,62.0,Beverages,86.67,53.69,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,25710.95
SKU01461,83.96909655969483,123.0,139.0,55.0,Apparel & Footwear,717.03,424.35,0.0,0.4593541066178584,Healthy,HEALTHY,0.0,16562.76
SKU01462,236.0200703438285,168.0,85.0,35.0,Beverages,64.6,48.5,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01463,100.71966123232325,151.0,54.0,27.0,Electronics & Accessories,1637.46,1012.35,0.0,0.4943030497598558,Healthy,HEALTHY,0.0,50901.3
SKU01464,64.97598851737506,52.0,55.0,19.0,Electronics & Accessories,2371.71,1583.09,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01465,67.5422573163264,233.0,128.0,49.0,Grocery,260.03,205.94,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,34074.37
SKU01466,292.9332157731333,0.0,966.0,341.0,Snacks & Confectionery,34.29,27.39,1.0,0.0,High stockout,REORDER NOW,14204.06,0.0
SKU01467,62.489074798474554,205.0,117.0,49.0,Apparel & Footwear,1516.97,1134.42,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,161667.24
SKU01468,125.02468390308542,490.0,334.0,125.0,Frozen Foods,645.85,484.21,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,176724.7
SKU01469,362.89403529904973,380.0,190.0,80.0,Beverages,69.23,54.43,0.0,0.04700809313044252,Healthy,HEALTHY,0.0,931.08
SKU01470,127.9979367715315,274.0,134.0,47.0,Stationery & Office,138.68,103.9,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,15169.61
SKU01471,62.764727219869584,373.0,155.0,46.0,Dairy & Bakery,98.1,65.01,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,20168.4
SKU01472,61.16042818841761,611.0,277.0,104.0,Grocery,452.74,255.83,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,140665.46
SKU01473,63.97700506457393,176.0,125.0,38.0,Stationery & Office,67.8,40.82,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,4572.78
SKU01474,65.12519428440132,0.0,0.0,0.0,Grocery,242.2,160.13,1.0,0.0,High stockout,REORDER NOW,3943.33,0.0
SKU01475,83.06430068515483,0.0,0.0,0.0,Frozen Foods,789.28,486.47,1.0,0.0,High stockout,REORDER NOW,16390.25,0.0
SKU01476,61.74636363103368,121.0,43.0,21.0,Stationery & Office,259.28,163.94,0.0,0.9443357820286513,High overstock,MARKDOWN / CLEAR,0.0,9714.04
SKU01477,61.57505118858627,68.0,40.0,11.0,Frozen Foods,296.17,167.26,0.0,0.10267588582629306,Healthy,HEALTHY,0.0,1074.64
SKU01478,104.6710044500652,0.0,0.0,0.0,Health & Wellness,842.96,579.98,1.0,0.0,High stockout,REORDER NOW,22058.37,0.0
SKU01479,86.9380680707947,330.0,239.0,80.0,Personal Care,425.66,271.53,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,65998.61
SKU01480,83.56725746720942,48.0,60.0,29.0,Beverages,136.33,83.8,0.05682277990640339,0.0,Healthy,HEALTHY,257.91,0.0
SKU01481,92.01938760964629,273.0,239.0,86.0,Frozen Foods,746.72,524.64,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,94949.67
SKU01482,89.05992782732517,0.0,0.0,0.0,Home & Kitchen,1578.89,977.64,1.0,0.0,High stockout,REORDER NOW,35153.96,0.0
SKU01483,165.7347018745438,297.0,150.0,47.0,Beverages,152.56,102.07,0.0,0.7872704161142422,High overstock,MARKDOWN / CLEAR,0.0,13398.25
SKU01484,62.03048911418291,6.0,100.0,41.0,Home & Kitchen,575.12,351.74,0.8956660045699992,0.0,High stockout,REORDER NOW,29047.94,0.0
SKU01485,418.81776278614495,208.0,716.0,243.0,Personal Care,476.18,342.91,0.40350630584307867,0.0,Healthy,HEALTHY,66524.46,0.0
SKU01486,159.22613100895114,164.0,136.0,49.0,Frozen Foods,571.01,435.99,0.0,0.029794571965181895,Healthy,HEALTHY,0.0,2081.36
SKU01487,124.79090913426975,76.0,47.0,20.0,Beverages,63.13,36.01,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01488,71.43825728242689,127.0,49.0,16.0,Health & Wellness,612.26,462.23,0.0,0.7670220792439201,High overstock,MARKDOWN / CLEAR,0.0,25682.3
SKU01489,207.82453647469194,56.0,74.0,16.0,Snacks & Confectionery,110.32,84.17,0.18788950808024685,0.0,Healthy,HEALTHY,1319.0,0.0
SKU01490,273.36952481016283,211.0,74.0,30.0,Dairy & Bakery,82.43,65.22,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01491,129.4617229207573,137.0,81.0,18.0,Electronics & Accessories,848.79,642.5,0.0,0.05778152327346978,Healthy,HEALTHY,0.0,4843.34
SKU01492,63.90446305988027,504.0,281.0,81.0,Grocery,117.46,80.82,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,35568.52
SKU01493,90.98033313840446,185.0,208.0,64.0,Home Care,197.84,112.29,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,10557.47
SKU01494,80.76898173387386,623.0,394.0,146.0,Health & Wellness,1136.73,646.36,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,350476.44
SKU01495,63.38110840774264,6202.0,1397.0,473.0,Beverages,97.4,58.36,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,358249.8
SKU01496,91.86360047114371,281.0,98.0,38.0,Dairy & Bakery,101.65,67.27,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,12723.21
SKU01497,66.75455125822221,0.0,0.0,0.0,Personal Care,442.63,349.17,1.0,0.0,High stockout,REORDER NOW,7386.89,0.0
SKU01498,64.40631831627489,196.0,124.0,35.0,Health & Wellness,385.28,228.79,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,30107.32
SKU01499,64.40979671388708,0.0,43.0,9.0,Stationery & Office,317.24,217.21,1.0,0.0,High stockout,REORDER NOW,7963.5,0.0
SKU01500,70.13383092471652,102.0,48.0,21.0,Home & Kitchen,1061.91,849.02,0.0,0.4479748758225687,Healthy,HEALTHY,0.0,27055.01
SKU01501,212.73782300849524,164.0,83.0,33.0,Snacks & Confectionery,99.7,55.18,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01502,61.36264578522403,352.0,148.0,46.0,Grocery,293.53,164.89,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,47923.19
SKU01503,83.3377720402544,61.0,96.0,45.0,Grocery,335.94,207.44,0.08729694970578394,0.0,Healthy,HEALTHY,1624.08,0.0
SKU01504,111.34603189337327,22.0,51.0,20.0,Health & Wellness,1287.11,780.36,0.5495173403469311,0.0,High stockout,REORDER NOW,33254.43,0.0
SKU01505,67.29189369128753,237.0,80.0,39.0,Beverages,96.81,65.31,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,11083.64
SKU01506,62.8761789715197,254.0,248.0,92.0,Snacks & Confectionery,160.9,105.41,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,20146.36
SKU01507,791.1071141662654,108.0,1196.0,411.0,Home & Kitchen,220.84,153.68,0.8228860071413198,0.0,High stockout,REORDER NOW,110591.54,0.0
SKU01508,114.30048129599547,167.0,95.0,26.0,Home & Kitchen,2295.38,1346.86,0.0,0.45706243470672187,Healthy,HEALTHY,0.0,70978.87
SKU01509,67.12509747609388,168.0,86.0,25.0,Home & Kitchen,1268.69,915.31,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,92331.81
SKU01510,69.8893697735495,67.0,38.0,15.0,Dairy & Bakery,89.78,54.2,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01511,68.68745327659303,0.0,0.0,0.0,Health & Wellness,499.25,331.0,1.0,0.0,High stockout,REORDER NOW,8573.05,0.0
SKU01512,62.506462253156215,395.0,234.0,97.0,Health & Wellness,375.88,209.87,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,69780.42
SKU01513,67.51222178094483,96.0,223.0,96.0,Snacks & Confectionery,58.86,44.11,0.1569929814426252,0.4158057858660544,Healthy,HEALTHY,993.44,1256.6
SKU01514,243.32721930049206,509.0,257.0,91.0,Frozen Foods,870.11,614.97,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,163380.79
SKU01515,67.1365765562094,237.0,183.0,64.0,Frozen Foods,478.96,288.43,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,48993.71
SKU01516,91.0968442250565,386.0,247.0,65.0,Personal Care,309.06,216.48,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,63840.64
SKU01517,80.78522675248169,110.0,140.0,47.0,Apparel & Footwear,796.86,525.33,0.0,0.3572133306658811,Healthy,HEALTHY,0.0,15347.4
SKU01518,90.43070306385464,575.0,357.0,103.0,Electronics & Accessories,2930.01,2216.75,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,1074168.99
SKU01519,179.6544750951646,536.0,347.0,110.0,Frozen Foods,441.41,351.33,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,125194.87
SKU01520,103.60748253506215,277.0,231.0,69.0,Electronics & Accessories,1113.71,647.21,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,112221.37
SKU01521,75.47839534001808,210.0,196.0,61.0,Apparel & Footwear,2407.72,1619.26,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,217825.45
SKU01522,105.87327393551722,0.0,0.0,0.0,Frozen Foods,856.11,526.08,1.0,0.0,High stockout,REORDER NOW,22659.79,0.0
SKU01523,94.00438042061526,254.0,111.0,36.0,Dairy & Bakery,291.48,214.94,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,34389.46
SKU01524,72.31135887679633,188.0,127.0,47.0,Apparel & Footwear,1864.17,1041.35,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,120472.37
SKU01525,103.4139190650057,40.0,27.0,12.0,Electronics & Accessories,1885.36,1293.63,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01526,115.06521880534785,299.0,138.0,38.0,Stationery & Office,199.18,152.23,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,28000.39
SKU01527,80.52541033814376,0.0,0.0,0.0,Beverages,82.54,53.43,1.0,0.0,High stockout,REORDER NOW,1661.64,0.0
SKU01528,73.24066159734167,105.0,70.0,31.0,Home Care,157.61,119.7,0.0,0.4277890002504441,Healthy,HEALTHY,0.0,3801.59
SKU01529,76.48814295967172,349.0,224.0,82.0,Stationery & Office,112.23,65.85,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,17944.91
SKU01530,61.7209720965111,91.0,53.0,12.0,Frozen Foods,295.91,230.69,0.0,0.46681400056166494,Healthy,HEALTHY,0.0,6754.38
SKU01531,73.47387753017378,92.0,92.0,43.0,Stationery & Office,230.82,172.62,0.0,0.24876000933777337,Healthy,HEALTHY,0.0,3197.98
SKU01532,61.67061457462102,28.0,24.0,7.0,Grocery,196.08,127.02,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01533,82.95718963336695,185.0,244.0,87.0,Grocery,276.23,160.95,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,16423.79
SKU01534,181.23603523391657,495.0,172.0,45.0,Apparel & Footwear,2964.57,2016.22,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,632617.18
SKU01535,245.16146975708764,154.0,81.0,35.0,Personal Care,296.6,212.84,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01536,65.4260980479451,257.0,145.0,51.0,Frozen Foods,440.4,256.41,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,49121.46
SKU01537,74.68986611718144,13.0,61.0,29.0,Home Care,499.72,391.43,0.732908543022461,0.0,High stockout,REORDER NOW,17326.52,0.0
SKU01538,61.77324528638436,6749.0,1632.0,574.0,Personal Care,384.58,284.85,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,1904856.54
SKU01539,63.867391663386556,130.0,122.0,47.0,Stationery & Office,347.54,273.83,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,18109.09
SKU01540,69.46644759587093,201.0,108.0,27.0,Beverages,115.29,72.03,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,9474.36
SKU01541,72.50005672426788,0.0,0.0,0.0,Apparel & Footwear,932.0,613.59,1.0,0.0,High stockout,REORDER NOW,16892.51,0.0
SKU01542,62.57804441180623,7538.0,1526.0,514.0,Home & Kitchen,2612.73,1593.84,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,11914626.53
SKU01543,86.07703025856487,360.0,248.0,83.0,Health & Wellness,1328.2,821.42,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,225005.81
SKU01544,155.55738362435508,64.0,42.0,15.0,Personal Care,131.34,77.01,0.0,0.0,Healthy,HEALTHY,0.0,0.0
SKU01545,252.1601659690572,409.0,201.0,72.0,Beverages,186.61,108.48,0.0,0.6195280897789929,High overstock,MARKDOWN / CLEAR,0.0,17013.99
SKU01546,96.49091980050314,35.0,126.0,40.0,Electronics & Accessories,562.85,403.96,0.46255324328687186,0.0,Healthy,HEALTHY,16391.73,0.0
SKU01547,433.90047446177624,225.0,984.0,314.0,Home Care,165.64,97.6,0.46868188918480114,0.0,Healthy,HEALTHY,32709.78,0.0
SKU01548,86.89156846939245,106.0,131.0,41.0,Beverages,146.21,85.29,0.0,0.21740915384007406,Healthy,HEALTHY,0.0,1629.76
SKU01549,281.13465161451455,317.0,231.0,74.0,Personal Care,235.17,160.77,0.0,0.12712138753693003,Healthy,HEALTHY,0.0,5766.07
SKU01550,69.86922559450586,394.0,191.0,51.0,Stationery & Office,34.48,25.03,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,8112.99
SKU01551,161.7971941571265,275.0,141.0,49.0,Dairy & Bakery,179.55,133.68,0.0,0.6953609147195365,High overstock,MARKDOWN / CLEAR,0.0,15132.95
SKU01552,62.12668277712809,140.0,184.0,65.0,Snacks & Confectionery,215.66,149.9,0.0,1.0,High overstock,MARKDOWN / CLEAR,0.0,11673.21
